,imdb_id,imdb_n_comment,imdb_score,name,rating_people,score,上映日期,主演,制片国家/地区,又名,导演,片长,类型,编剧,语言,主演人数,r5,r4,r3,r2,r1
2108,,,,赤裸女特工之夜之序曲,,,, 于洋 / 郑德 / 靳美玲 / 于洪林 / 胡宗祥 / 靳庆玲, 中国大陆,, 林弢, 71分钟,,,,6,0,0,0,0,0
2109,,,,活着,68,4.5,, 吕颂贤 / 邱芳思 / 陈九涵 / 熹薇, 中国大陆, 硬颈仔, 何沛林, 41分钟,,,,4,0,0,0.444,0.378,0.178
2110, tt0339981,54,7.6,405谋杀案,4119,8.3, 1980-05-11, 仲星火 / 徐敏 / 严翔, 中国大陆, Murder In 405, 沈耀庭, 97分钟, 悬疑 / 惊悚, 于本正 / 沈耀庭, 汉语普通话,3,0.342,0.508,0.136,0.01,0.004
2112,,,,床下有人3,738,2.5, 2016-03-11(中国大陆), 殷果儿 / 姜文轩 / 苗青 / 刘力源 / 宋伟, 中国大陆,, 尚永峰, 90分钟, 惊悚 / 恐怖, 王海兰 / 尚永峰, 汉语普通话,5,0.019,0.006,0.043,0.091,0.841
2115, tt4141260,,,潜龙风云 大茶飯,5459,5.4, 2014-11-07(中国大陆) / 2014-11-06(香港), 蔡卓妍 / 黄秋生 / 黄又南 / 陈惠敏 / 吴志雄 / 姜皓文 / 吴浩康 / 艾威 / 张同祖 / 吴家丽 / 黄岳泰 / 罗永昌 / 蔡国隆 / 于淑范 / 孙年军 / 杨美琴, 香港 / 中国大陆, Gangster Payday / Hidden Dragon, 李保樟, 100分钟, 剧情 / 爱情 / 犯罪, 李保樟 / 贺鑫, 汉语普通话 / 粤语,16,0.138,0.101,0.316,0.232,0.213
2116, tt4510896,,,雏妓 雛妓,23597,6.4, 2014-11-21(香港点映) / 2015-03-05(香港), 任达华 / 蔡卓妍 / 孙佳君 / 柳俊江 / 何华超 / Sunadcha Tadrabiab / 凌梓维 / 林超荣 / 龚慈恩 / 李丽君 / 徐少骅, 香港, Que Sera Sera / Sara, 邱礼涛, 95分钟, 剧情, 李敏, 粤语,11,0.087,0.276,0.456,0.132,0.049
2118,,,,陪我,30,3.5,, 彭禺厶 / 邹杨 / 谭渤霖, 中国大陆,, 彭禺厶 / 焦洋, 53分钟, 爱情, 苏一 / 邱业恒, 汉语普通话,3,0.095,0,0.095,0.19,0.619
2119, tt5541542,35,4.5,谋杀似水年华,9399,3.8, 2016-02-14(中国大陆) / 2016-03-10(香港), 杨颖 / 阮经天 / 张超 / 热依扎 / 郝蕾 / 黄觉 / 尹铸胜 / 潘虹 / 寇振海 / 林雪 / 宋宁, 中国大陆 / 香港, Kill Time, 陈果, 128分钟, 爱情 / 悬疑, 陈果 / 李仟浔 / 蔡骏, 汉语普通话 / 云南方言,11,0.022,0.048,0.178,0.323,0.429
2120, tt4012914,,,军中乐园 軍中樂園,32577,7.2, 2014-09-05(台湾), 阮经天 / 万茜 / 陈意涵 / 陈建斌 / 王柏杰 / 苗可丽 / 陈道贤 / 洪胜德 / 陈匡荣 / 廖启智 / 石知田, 台湾 / 中国大陆, Paradise in Service, 钮承泽, 133分钟, 剧情 / 爱情 / 历史, 曾莉婷, 汉语普通话,11,0.121,0.435,0.388,0.05,0.006
2121, tt0109235,115,7.3,背靠背，脸对脸,8616,9.1, 1994-09-10(多伦多电影节), 牛振华 / 雷恪生 / 李强 / 句号 / 王劲松 / 戈治均 / 佘南南 / 张嘉译, 中国大陆 / 香港," 背对背，脸对脸 / Back to Back, Face to Face", 黄建新 / 杨亚洲, 141分钟, 剧情, 黄建新 / 孙毅安, 汉语普通话,8,0.616,0.336,0.044,0.003,0.001
2124,,,,长江7号：超萌特攻队,835,4.5, 2015-09-26(中国大陆), 徐娇 / 石班瑜 / 林簌 / 郝鹏 / 马语非 / 刘琮 / 郭浩 / 彭博 / 阿步 / 昱霖 / 吴屹桐 / 简耀宗 / 张琰, 中国大陆 / 香港,, 简耀宗, 80分钟, 喜剧 / 动画 / 家庭, 覃伟业 / 吴戈 / 俞艾杉 / 陈浩然, 汉语普通话 / 粤语,13,0.084,0.084,0.233,0.176,0.423
2125,,,,澳囧,186,2.9, 2015-09-15, 姜寒 / 徐婷 / 张已桂 / 叶山豪 / 彭波, 中国大陆, Lost in Macau, 袁仁康, 100分钟, 恐怖 / 歌舞 / 儿童 / 戏曲, 宋祖德,,5,0.033,0.033,0.049,0.138,0.748
2127, tt4838472,,,搏击迷城,840,3.6, 2015-06-05(中国大陆) / 2015-09-10(香港), 陈伟霆 / 赵柯 / 李菲儿 / 渡边奈绪子 / 斯琴高娃 / 郑佩佩 / 李依馨 / 刘兆铭 / 刘丹, 中国大陆 / 香港, 搏击奇缘(港) / 五行攻略 / Lost in Wrestling, 陈丽英, 98分钟, 动作, 陈丽英 / 林纪陶, 汉语普通话 / 日语 / 粤语,9,0.056,0.045,0.121,0.209,0.569
2130,,,,头牌魔姬·觉醒,,,, 居来提 / 吕艳 / 崔笛 / 费璇, 中国大陆,, 李洋, 68分钟,,,,4,0,0,0,0,0
2131, tt0114013,21,7.2,女儿红,925,7.6, 1995-09-09, 归亚蕾 / 顾美华 / 周迅, 香港, Nu er hong, 谢衍 (Xie Yang), 110分鐘, 剧情, 沈贻炜, 汉语普通话,3,0.185,0.471,0.322,0.018,0.004
2133,,,,阿里巴巴：大盗奇兵,226,2.7, 2015-05-23(中国大陆), 叶芳 / 丁妍 / 张洋 / 吴瑞 / 仰洋 / 王琪 / 孙科 / 张元仲 / 王雪沁 / 王亚林 / 卢瑶, 中国大陆, Alibaba and The Thief, 郑成峰, 80分钟, 动画 / 儿童 / 冒险, 郑成峰 / 李晓 / 于昂 / 刘飞, 汉语普通话,11,0.022,0.007,0.044,0.131,0.796
2134, tt5222806,33,5.5,没女神探 沒女神探,2119,4.3, 2015-12-15(中国大陆) / 2015-09-03(香港), 王菀之 / 周柏豪  / 陈嘉宝 / 庄思敏 / 连诗雅 / 李静仪 / 林盛斌 / 郑敬基 / 郑欣宜 / 蒋志光, 香港 / 中国大陆, Love Detective, 黄柏基, 100分钟, 喜剧, 叶念琛, 粤语,10,0.031,0.037,0.269,0.376,0.287
2135,,,,诱狼,1340,3.2, 2015-09-24(中国大陆), 巩峥 / 侯勇 / 陆彭 / 罗昱焜 / 高明 / 墨阳, 中国大陆, 曾雍雅智斗阿部规秀 / Entrapment, 安澜, 95分钟, 剧情 / 战争, 王小平, 汉语普通话,6,0.03,0.027,0.097,0.227,0.618
2136,,,,暴走看啥片,350,8.3,, 纸巾, 中国大陆,, 纸巾,, 脱口秀, 纸巾, 汉语普通话,1,0.418,0.364,0.182,0.022,0.015
2137, tt3421854,,,亲·爱,3291,7, 2013-05-10(中国大陆), 余男 / 于谦 / 乌吉穆 / 邵何之杰 / 徐玉兰 / 高鑫, 中国大陆, 亲爱 / Beloved, 李欣蔓, 98分钟, 剧情 / 家庭, 李欣蔓, 汉语普通话,6,0.124,0.39,0.372,0.092,0.022
2139,,,,我的干爹是个贼,41,4.3,, 曲高位 / 黄诗佳, 中国大陆,, 宋奇, 97分钟, 剧情 / 儿童,, 汉语普通话,2,0.074,0,0.185,0.481,0.259
2140, tt4365388,,,还魂之迷失曼谷,940,4.9, 2014-12-26(中国大陆), 范逸臣 / 李昕芸 / 李媛 / 雪村, 中国大陆 / 泰国, Death Trip, 刘晨 / 田里, 86分钟, 悬疑 / 惊悚, 赵速求 / 刘晨 / 刘雪莹, 汉语普通话,4,0.036,0.11,0.342,0.296,0.216
2141, tt5221208,26,6.5,灯塔下的恋人 燈塔下的戀人,702,4.4, 2016-03-11(中国大陆) / 2015-09-17(香港), 邓丽欣 / 黄又南 / 薛凯琪 / 杨奇煜 / 刘浩龙 / 刘心悠 / 蔡瀚亿 / 陈慧敏 / 小肥 / 蔡洁 / 郑欣宜 / 尹扬明 / 林俊贤, 香港, Guia in Love, 梁德森, 97(中国大陆) / 98分钟, 剧情 / 爱情, 梁德森 / 凌志民 / 余景莉, 粤语 / 汉语普通话,13,0.022,0.04,0.305,0.394,0.238
2142,,,,我的导演梦,,, 2015-01-28(中国大陆), 王洪祥 / 周浩东 / 郭彤 / 干露露, 中国大陆, 我要拍电影 / The Dream Of My Director, 任德勇, 100分钟, 剧情, 任德勇, 汉语普通话,4,0,0,0,0,0
2143, tt2431406,,,唐皇游地府,987,7.5, 2012-10-02(温哥华电影节), 李文 / 吴维 / 李巨川 / 李浩 / 杨笑, 加拿大 / 中国大陆, Emperor Visits The Hell, 李珞, 67分钟, 剧情 / 喜剧, 李珞, 武汉话 / 汉语普通话,5,0.169,0.507,0.265,0.044,0.014
2144, tt4514606,,,全城通缉,12768,4.5, 2014-11-06(中国大陆), 刘烨 / 赵文卓 / 秋瓷炫 / 娜扎 / 薛皓文 / 辉灿 / 马浴柯 / 吴佩柔, 中国大陆, 边缘线 / The Boundary, 汪涛, 104分钟, 剧情 / 悬疑, 陈渐 / 李文, 汉语普通话,8,0.034,0.057,0.291,0.37,0.248
2145, tt4483094,43,3.7,吉星高照2015,2055,3.1, 2015-03-01(中国大陆) / 2015-03-05(香港), 曾志伟 / 王祖蓝 / 陈嘉桦 / 陈静 / 温超 / 苑琼丹 / 元秋 / 湛琪清 / 黄一山 / 黄一飞 / 田启文 / 刘俊纬 / 杨奇煜 / 廖亦崟 / 郑文辉 / 冯勉恒 / 刘以达 / 阮兆祥 / 施明 / 古明华 / 欧锦棠 / 鲁芬 / 余慕莲 / 文祥 / 徐伟栋 / 陈日丰, 香港 / 中国大陆 / 台湾, Lucky Star 2015, 晴朗, 86分钟, 喜剧, 陈志恒 / 彭艳雯, 汉语普通话 / 粤语,26,0.02,0.015,0.105,0.22,0.639
2146, tt4409852,199,4.9,12金鸭 12金鴨,13751,5.2, 2015-02-19(香港), 吴君如 / 古天乐 / 刘浩龙 / 黄秋生 / 周柏豪  / 邵美君 / 郑欣宜 / 诗雅 / 卢觅雪 / 许绍雄 / 周秀娜 / 陈妍希 / 郭子健 / 陈奕迅 / 李若彤 / 任达华 / 姜皓文 / 蔡瀚亿 / 卢燕 / 姚家豪 / 王菀之 / 黄伟文 / 李拾壹 / 关楚耀 / 冼色丽 / 陈家乐 / 赵硕之 / 孙建弘 / 颜子菲 / 林兆霞 / 卢海鹏 / 薛凯琪 / 梁洛施 / 陈静 / 谢霆锋 / 容祖儿 / 阮兆祥 / 叶伟信 / 陆永 / 吴君祥 / 区永权 / 冯勉恒 / 赵薇 / 鹿晗 / 彭于晏, 香港, 十二金鸭 / 金鸭 / 12 Golden Ducks / Golden Ducks, 邹凯光, 84分钟, 喜剧, 邹凯光, 粤语 / 汉语普通话 / 英语 / 泰语,45,0.039,0.109,0.398,0.314,0.14
2147,,,,完美约会,55,3.3, 2015-02-12, 马晓辉 / 汪晴 / 黄永卓, 中国大陆,, 欧阳曹亮 / 麦田, 90分钟, 喜剧 / 爱情, 胡啸 / 周扬 / 王匡敏 / 张君实, 汉语普通话,3,0.025,0,0.05,0.45,0.475
2149, tt4533838,397,6.3,冲锋车 衝鋒車,24682,6.6, 2015-04-03(中国大陆) / 2015-03-30(香港电影节) / 2015-04-02(香港), 吴镇宇 / 任达华 / 古巨基 / 谭耀文 / 郑浩南 / 思漩 / 姜皓文 / 纪焕博 / 庄洁梦 / 张豫玥 / 邵音音 / 高捷 / 罗永昌 / 麦兆辉 / 庄文强 / 胡耀辉, 香港 / 中国大陆, Two Thumbs Up, 刘浩良, 104分钟, 喜剧 / 犯罪, 刘浩良, 汉语普通话 / 粤语 / 马来语 / 英语 / 闽南语,16,0.086,0.317,0.438,0.124,0.035
2151, tt5400476,14,3.6,星探 色模,422,2.4, 2015-10-22(香港) / 2015-12-18(广东省), 艾美琦 / 周柏豪  / 赵硕之 / 贾晓晨 / 陈百祥 / 罗家英 / 曹查理 / 戴梦梦 / 陈若岚 / 董敏莉 / 王合喜 / 黄嘉乐 / 梁焯满, 香港, Super Models, 罗慧敏 / 仁杰, 93分钟, 喜剧, 万力 / 谭鸿, 粤语,13,0,0,0.02,0.138,0.842
2155, tt3830812,,,临时同居 失戀急讓,25907,5, 2014-08-21(中国大陆/香港), 张家辉 / 郑秀文 / 杨颖 / 欧豪 / 黄子华 / 胡杏儿 / 张学友 / 王菀之 / 姜武 / 陈果 / 葛民辉 / 何穗, 香港 / 中国大陆, Temporary Family, 卓韵芝, 100分钟, 喜剧 / 爱情, 卓韵芝, 汉语普通话 / 粤语,12,0.023,0.076,0.415,0.357,0.129
2156,,,,超能兔战队,499,2.4, 2015-05-30(中国大陆), 刘红韵 / 李旭乔 / 白文显 / 申克 / 宋磊 / 周岩 / 李思娴 / 张子焜 / 黎泰承 / 童雨欣, 中国大陆, 咔兔 / 超能兔第一部 / Rabbit Hero, 傅燕, 80分钟, 喜剧 / 科幻 / 动画, 柯德涛, 汉语普通话,10,0.028,0.012,0.012,0.037,0.91
2157, tt4228850,,,食人虫,2497,3.1, 2014-10-10(中国大陆), 夏梓桐 / 张梓琳 / 王传君 / 丁春诚, 中国大陆, 3D食人虫 / Bugs, 严嘉, 82分钟, 科幻 / 惊悚 / 灾难,, 汉语普通话 / 英语,4,0.017,0.019,0.102,0.224,0.638
2158,,,,夜盗珍妃墓,674,7.1, 1989-10-12, 雷恪生 / 贾端新 / 杨子纯 / 王晓忠, 中国大陆, The Night Robbery, 蔡元元, 169分钟, 恐怖, 石玉新 / 李秉新 / 陈宝荣 / 丁文运, 普通话/国语,4,0.118,0.397,0.429,0.039,0.017
2159, tt4216834,,,男人不可以穷 男人唔可以窮,19742,6, 2014-12-24(中国大陆) / 2014-09-18(香港), 黄宗泽 / 陈伟霆 / 谢天华 / 金刚 / 邓丽欣 / 赵荣 / 陈嘉桓 / 洪天明 / 廖启智 / 龚慈恩 / 卢宛茵 / 关宝慧 / 许绍雄 / 郑诗君 / 陆永 / 周定宇 / 徐伟栋 / 吴浩康 / 邱晔, 香港 / 中国大陆, Golden Brother, 钟澍佳, 104分钟, 剧情 / 喜剧, 郭建乐, 汉语普通话 / 粤语,19,0.074,0.198,0.451,0.207,0.07
2160, tt3313360,,,古镇凶灵之巫咒缠身,1441,4, 2013-09-06(中国大陆), 徐海乔 / 蒋松 / 郝洋 / 张兆北 / 刘政 / 阳蕾 / 王洁曦 / 龙雨, 中国大陆, Dead Sign, 刘辉, 90分钟, 惊悚 / 恐怖, 施一凡 / 刘辉, 汉语普通话,8,0.03,0.075,0.188,0.283,0.424
2161, tt0293107,17,7.5,动词变位,,, 2002-04-06, 钱宇 / 赵虹 / 田宇, 香港, Conjugation, 唐晓白, 97分钟, 剧情, 唐晓白, 汉语普通话,3,0,0,0,0,0
2162, tt2952602,,,一个人的武林,38580,6.2, 2014-10-31(中国大陆), 甄子丹 / 王宝强 / 杨采妮 / 白冰 / 方中信 / 樊少皇 / 释彦能 / 姜大卫 / 喻亢 / 思漩 / 吴浩康 / 纪焕博 / 王嘉慧 / 张文杰 / 刘伟强 / 郭子健 / 孟海 / 邹文怀 / 袁祥仁 / 张蓝心 / 元彬, 中国大陆 / 香港, Kung Fu Jungle / Last of The Best / Kung Fu Killer, 陈德森, 100分钟, 动作 / 惊悚, 刘浩良 / 麦天枢 / 陈德森, 汉语普通话 / 粤语,21,0.069,0.224,0.489,0.167,0.051
2164, tt0104800,22,6.7,妈妈,412,7.3,1990, 秦燕 / 黄海波 / 潘沙采 / 马征 / 于绍康, 中国大陆, Mama, 张元, 78分钟, 剧情, 秦燕, 汉语普通话,5,0.112,0.459,0.393,0.023,0.013
2165, tt3719416,,,四非,1005,4.6, 2015-03-19(香港), 周柏豪  / 李悦彤 / 廖启智 / 艾威, 香港, Guilty, 黄柏基, 103分钟, 悬疑 / 惊悚, 陳鵬振, 粤语,4,0.028,0.064,0.318,0.348,0.242
2166,,,,红髅,543,3.7, 2015-08-06(中国大陆), 李威 / 梅俪儿 / 李子雄 / 石小满 / 林好 / 杨猛 / 姚岗, 中国大陆, 红骷 / 京城红髅 / The Buried Secrets / Red Mansion / Haunted Hall, 李明, 109分钟, 悬疑 / 惊悚, 彭志 / 王振川, 汉语普通话,7,0.043,0.053,0.136,0.252,0.517
2167, tt5562732,0,-1,黑社会3,,,,, 香港, 黑社会之后生可畏 / Election 3, 杜琪峰,, 动作 / 犯罪,, 粤语,0,0,0,0,0,0
2168,,,,十万伙急 十萬夥急,679,3.4, 2015-04-17(中国大陆) / 2015-01-16(台湾), 康康 / 李国煌 / 吴孟达 / 王彩桦 / 王予柔 / 吴宗宪 / 欧弟 / 素珠 / 唐从圣 / 庹宗康 / 黄嘉千, 台湾, Time ls Money / No Money No Talk, 康康, 86分钟(中国大陆) / 91分钟(台湾), 喜剧 / 悬疑, 康康 / 陆欣芷, 汉语普通话,11,0.026,0.019,0.143,0.27,0.542
2169, tt5039340,0,-1,公路美人,493,4.3, 2015-04-03(中国大陆), 齐溪 / 张念骅 / 宋宁 / 尕让卓玛 / 于荣光 / 王姬 / 喻恩泰 / 钟童茜, 中国大陆, Highway of Love, 非可 / 周看, 105分钟, 剧情 / 爱情, 周看 / 非可, 汉语普通话,8,0.045,0.077,0.22,0.306,0.353
2171, tt3421246,,,痞子英雄2：黎明升起 痞子英雄2：黎明再起,32476,5.4, 2014-10-01(中国大陆) / 2014-10-02(台湾), 赵又廷 / 林更新 / 黄渤 / 张钧甯 / 蔡岳勋 / 修杰楷 / 关颖 / 邹承恩 / 刘碧丽 / 娜扎, 中国大陆 / 台湾 / 香港,, 蔡岳勋, 126分钟(中国大陆) / 127分钟(台湾), 剧情 / 动作 / 犯罪, 虞小卉 / 蔡岳勋 / 陈怡方, 汉语普通话,10,0.036,0.125,0.455,0.282,0.103
2172, tt4702118,76,5.8,一狱一世界：高登阔少蹲监日记 壹獄壹世界：高登闊少踎監日記,3167,6.4, 2015-05-28(香港), 蔡瀚亿 / 廖启智 / 张建声 / 何家驹 / 黄光亮 / 姜皓文 / 王宗尧 / 张松枝 / 陈奂仁 / 余安安 / 吴志雄 / 卢惠光 / 徐锦江, 香港,, 孙立基, 108分钟, 喜剧, 胡耀辉, 粤语,13,0.062,0.269,0.498,0.141,0.028
2173, tt4024410,,,不能说的夏天 寒蟬效應,10265,6.9, 2014-10-24(中国大陆/台湾) / 2014-10-03(釜山电影节), 徐若瑄 / 郭采洁 / 贾静雯 / 戴立忍 / 周幼婷 / 黄远 / 柯素云 / 夏宇童 / 赖琳恩 / 傅小芸, 台湾 / 中国大陆, 寒蝉 / Sex Appeal, 王维明, 110分钟, 剧情, 徐琨华, 汉语普通话,10,0.094,0.358,0.445,0.089,0.015
2175, tt3746842,,,相爱的七种设计 相愛的七種設計,118,6.4, 2016-02-09(法国), 许玮甯 / 莫子仪 / 白梓轩 / 邱彦翔 / 黄璐, 台湾, Design 7 Love, 陈宏一, 116分钟, 剧情 / 喜剧 / 爱情, 神小風 / 陈宏一, 汉语普通话,5,0.102,0.261,0.409,0.193,0.034
2176, tt3974790,,,等一个人咖啡 等一個人咖啡,33711,6, 2014-10-17(中国大陆) / 2014-08-15(台湾/香港), 宋芸桦 / 布鲁斯 / 赖雅妍 / 蓝心湄 / 李罗 / 张立昂 / 周慧敏 / 洪言翔, 台湾 / 香港, Café·Waiting·Love, 江金霖, 119分钟, 喜剧 / 爱情, 九把刀, 汉语普通话,8,0.091,0.224,0.386,0.19,0.109
2177, tt0093131,10,5.7,鼓书艺人,865,6.8, 1987-01-01, 李雪健 / 朱旭 / 黄宗洛 / 谭明娣, 中国大陆, Gushu Yiren, 田壮壮, 100分钟, 剧情, 田壮壮, 汉语普通话,4,0.087,0.325,0.484,0.087,0.016
2178, tt0075713,42,7.1,八百壮士 八百壯士,584,7.4, 1975-08-23, 陈鸿烈 / 柯俊雄 / 林青霞 / 张艾嘉 / 秦汉 / 徐枫, 台湾, Eight Hundred Heroes, 丁善玺, 113 分钟 / 140分钟(公映原版), 剧情 / 历史 / 战争, 丁善玺, 汉语普通话,6,0.204,0.377,0.349,0.057,0.012
2179, tt0064451,3373,7.6,侠女 俠女,6223,8.4, 1970-07-10(台湾) / 1971-11-18(香港), 徐枫 / 石隽 / 白鹰 / 田鹏 / 曹健 / 苗天 / 张冰玉 / 薛汉 / 乔宏, 台湾 / 香港, 灵山剑影 / A Touch of Zen, 胡金铨, 179分钟 / 200分钟(上下集), 剧情 / 动作 / 武侠 / 古装, 胡金铨 / 蒲松龄, 汉语普通话,9,0.401,0.435,0.146,0.014,0.005
2180, tt0267024,430,5.3,魔比斯环 Thru the Moebius Strip,1333,4.6, 2015-10-30(中国大陆 3D) / 2005-12-30(美国) / 2006-08-04(内地上映), 乔纳森·泰勒·托马斯 / 克里斯·马奎特 / 马克·哈米尔 / 迈克尔·多恩 / 安德里亚·利昂 / 佩里·吉普林 / 凯利·马丁 / 丹尼尔·戴维斯 / 迪·布拉雷·贝克尔 / 约翰·德米塔 / 凯文·麦克唐纳德 / 詹姆斯·罗曼诺维奇 / 约翰·迪·玛吉欧, 中国大陆 / 美国, 魔比斯环3D / 魔必尔斯环, 格兰·枈卡, 89分钟, 科幻 / 动画 / 冒险, 吉姆·考克斯 / 保罗·格茨 / 让·纪劳, 英语,13,0.027,0.07,0.308,0.346,0.249
2182, tt5291226,7,7,槟榔西施,273,7.5,, 曾珮瑜 / 许腾方 / 张家瑜 / 陈为民 / 洪胜德, 中国大陆 / 台湾, Betelnut Girls, 薛贤坚,105, 剧情 / 爱情, 薛贤坚, 汉语普通话,5,0.194,0.418,0.347,0.035,0.006
2183, tt0086631,,,在那河畔青草青,604,7.1, 1982-11-27(台湾), 钟镇涛 / 江玲 / 崔福生 / 周品君 / 陈美凤 / 郑传文, 台湾," Green,Green Grass of Home", 侯孝贤, 90分钟, 剧情, 侯孝贤, 汉语普通话,6,0.095,0.4,0.453,0.049,0.002
2185, tt0328492,5,6.8,夕照街,758,7.8, 1983-09-12, 陈佩斯 Peisi Chen / 迟志强, 中国大陆, Xizhao jie / Sunset Street, 王好为, 110分钟(中国大陆), 剧情 / 爱情, 苏叔阳, 中文,2,0.211,0.501,0.268,0.019,0
2186, tt0888032,7,7.6,蚵女,129,6.2, 1964-2-13, 王莫愁 / 葛香亭 / 武家麒 / 丁强 / 欧威 / 葛小宝 / 金圣恩 / 魏苏 / 潘潔漪, 台湾, Oyster Girl, 李嘉 / 李行,, 剧情, 赵琦彬 / 刘昌博, 汉语普通话,9,0.021,0.227,0.619,0.103,0.031
2187, tt0094622,28,7,爱的逃兵,487,6.3, 1988-02-20, 谭咏麟 / 张曼玉 / 苗侨伟 / 吴君如 / 冯淬帆 / 陈百祥 / 李香琴 / 王晶, 香港, Love Soldier of Fortune, 冯淬帆, 95 分钟, 喜剧 / 爱情, 冯淬帆 / 黄炳耀 / 叶伟忠, 粤语,8,0.071,0.177,0.606,0.124,0.022
2190, tt0436721,104,6.1,日日夜夜,1553,5.8, 2005-03-27, 刘磊 / 王澜 / 王铮, 中国大陆 / 法国, Night and Day, 王超,, 剧情,, 汉语普通话,3,0.039,0.164,0.516,0.212,0.069
2191, tt3577190,,,回光奏鸣曲 迴光奏鳴曲,864,6.8, 2014-07-01(香港国际电影节) / 2015-02-19(香港), 陈湘琪 / 东明相 / 温贞菱 / 黄采仪 / 游安顺 / 白明华, 台湾, Exit, 钱翔, 94分钟, 剧情, 钱翔, 汉语普通话,6,0.085,0.331,0.487,0.074,0.022
2192, tt0070942,234,7.2,迎春阁之风波 迎春閣之風波,2016,8.2, 1973-12-06(香港), 李丽华 / 乔宏 / 田丰 / 徐枫 / 白鹰 / 胡锦 / 茅瑛, 台湾 / 香港, The Fate of Lee Khan, 胡金铨, 105分钟, 剧情 / 动作 / 悬疑 / 武侠 / 古装, 胡金铨 / 王冲, 汉语普通话,7,0.321,0.487,0.181,0.01,0.001
2193, tt0107906,6,5.8,情人知己,842,7, 1993-09-16, 梁朝伟 / 罗美薇 / 袁咏仪 / 林蛟 / 苑琼丹 / 黄子华 / 陈美龄 / 郭秀云 / 黄光亮, 香港, Two of a Kind, 陈德森, 96分钟, 剧情 / 喜剧 / 爱情, 黄子华, 粤语,9,0.117,0.365,0.444,0.066,0.007
2194, tt0811165,7,6.4,月朦胧鸟朦胧 月朦朧鳥朦朧,592,6.5, 1978-02-07, 林青霞 / 秦祥林 / 谢玲玲 / 马永霖, 台湾, Moon fascinating Bird sweet / Misty Moon, 陈耀圻,, 剧情 / 爱情, 琼瑶 / 乔野, 汉语普通话,4,0.048,0.253,0.6,0.087,0.012
2195, tt0819778,10,6.1,金盏花 金盞花,606,6.8, 1980-03-29, 林青霞 / 秦汉 / 马永霖 / 朱海玲, 台湾, The Marigolds, 刘立立, 96分钟, 爱情, 琼瑶, 汉语普通话,4,0.099,0.283,0.554,0.057,0.007
2196, tt0455391,11,6.6,冲锋车 衝鋒車,171,7.1, 1981-10-29, 龙天生 / 郑则仕 / 吕良伟 / 王钟, 香港, Mobfix Patrol, 王钟,, 动作, 王钟, 粤语,4,0.096,0.404,0.439,0.053,0.009
2197, tt0116312,220,5.9,飞虎 飛虎,1042,6.5, 1996-09-14(香港), 王敏德 / 梁咏琪 / 张民光, 香港, First Option / 特种部队之缉毒精英, 陈嘉上, 90 分钟, 剧情 / 动作, 陈嘉上, 粤语 / 英语 / 泰语,3,0.054,0.248,0.585,0.1,0.013
2199, tt0063831,54,7,玉罗刹 玉羅刹,176,6.6, 1968-11-14, 郑佩佩 / 谷峰 / 唐菁 / 樊梅生, 香港, The Jade Raksha, 何梦华,, 剧情 / 动作, 何梦华 / 叶逸芳, 汉语普通话,4,0.062,0.274,0.584,0.08,0
2200, tt0082155,28,6.6,千王斗千霸 千王鬥千霸,471,6.8, 1981-04-30, 谢贤 / 陈观泰 / 黄锦荣 / 汪禹 / 黄杏秀, 香港, Challenge of the Gamesters, 王晶, 100分钟, 剧情 / 动作, 王晶, 粤语,5,0.084,0.331,0.518,0.048,0.018
2201, tt0097539,892,7.2,皇家师姐4：直击证人 皇家師姐IV直擊証人,808,6.7, 1989-07-21, 甄子丹 / 杨丽菁 / 王敏德 / 袁日初, 香港, In the Line of Duty 4, 袁和平, 94 分钟, 动作 / 犯罪, 黄永辉 / 张志成 / 叶广俭, 粤语,4,0.083,0.286,0.545,0.066,0.019
2202, tt0085833,48,6.8,表错7日情 表錯7日情,869,6.7, 1983-09-02, 钟镇涛 / 叶童 / 陈友 / 梅艳芳 / 王晶, 香港, Let's Make Laugh, 张坚庭,, 喜剧 / 爱情, 张坚庭, 粤语,5,0.083,0.278,0.55,0.068,0.021
2203, tt0077665,48,6,倚天屠龙记大结局 倚天屠龍記大結局,417,6.1, 1978-10-27, 尔冬升 / 王戎 / 余安安 / 罗烈, 香港, Heaven Sword & Dragon Sabre Part II, 楚原,, 剧情 / 动作, 楚原, 汉语普通话,4,0.059,0.155,0.597,0.169,0.021
2204, tt0077664,56,6.2,倚天屠龙记 倚天屠龍記,585,6.1, 1978-10-19, 罗烈 / 余安安 / 尔冬升 / 艾飞 / 詹森, 香港, Chivalrous Killer, 楚原,, 剧情 / 动作, 楚原, 汉语普通话,5,0.061,0.157,0.581,0.17,0.03
2205, tt5636668,0,-1,记忆大师,,, 2017-04-28(中国大陆), 黄渤 / 徐静蕾 / 段奕宏 / 杨子姗 / 许玮甯, 中国大陆, 记忆战 / 催眠大师2 / Battle of Memories, 陈正道,, 悬疑 / 犯罪, 任鹏, 汉语普通话,5,0,0,0,0,0
2206,,,,双程,1723,5.7, 2016-09-12(中国大陆), 高泰宇 / 黄靖翔 / 向皓 / 乙帅, 中国大陆, A Round Trip to Love, 秦榛, 70分钟, 剧情 / 爱情 / 同性, 蓝淋, 汉语普通话,4,0.146,0.143,0.299,0.234,0.179
