投资方所在城市,融资方所在城市,投资企业对数,lng_tz,lat_tz,lng_rz,lat_rz
福州,兰州,7,119.156889973,26.0641963059,103.638543494,36.3489055767
武汉,兰州,4,114.338092289,30.6256542221,103.638543494,36.3489055767
西安,兰州,6,108.789503511,34.1107819802,103.638543494,36.3489055767
合肥,兰州,4,117.286266302,31.9771580754,103.638543494,36.3489055767
乌鲁木齐,兰州,4,87.8094631006,43.5313046469,103.638543494,36.3489055767
淮安,兰州,5,118.961844937,33.3561516982,103.638543494,36.3489055767
白银,兰州,17,105.025181453,36.2452049344,103.638543494,36.3489055767
酒泉,兰州,8,96.2255513305,40.4581809561,103.638543494,36.3489055767
陇南,兰州,5,105.209135288,33.5938826196,103.638543494,36.3489055767
定西,兰州,4,104.450809433,35.1188717502,103.638543494,36.3489055767
北京,邯郸,187,116.409349256,40.1841180253,114.54555308,36.5509236328
上海,邯郸,12,121.404084553,31.0844617511,114.54555308,36.5509236328
深圳,邯郸,4,113.981097454,22.6612174267,114.54555308,36.5509236328
苏州,邯郸,5,120.64180324,31.3759706021,114.54555308,36.5509236328
武汉,邯郸,5,114.338092289,30.6256542221,114.54555308,36.5509236328
石家庄,邯郸,63,114.44284612,38.1289585008,114.54555308,36.5509236328
北京,鹰潭,185,116.409349256,40.1841180253,117.10685019,28.2253820103
上海,鹰潭,92,121.404084553,31.0844617511,117.10685019,28.2253820103
深圳,鹰潭,33,113.981097454,22.6612174267,117.10685019,28.2253820103
广州,鹰潭,10,113.535309762,23.3572458759,117.10685019,28.2253820103
杭州,鹰潭,7,119.484701009,29.9049798065,117.10685019,28.2253820103
拉萨,鹰潭,10,91.1028799309,30.0334521208,117.10685019,28.2253820103
嘉兴,鹰潭,6,120.753919978,30.654868568,117.10685019,28.2253820103
厦门,鹰潭,8,118.110687591,24.6830448658,117.10685019,28.2253820103
南昌,鹰潭,17,116.024443256,28.6633621609,117.10685019,28.2253820103
贵阳,鹰潭,6,106.707306335,26.8429934259,117.10685019,28.2253820103
上饶,鹰潭,4,117.9497646,28.7600838811,117.10685019,28.2253820103
赣州,鹰潭,6,115.270276386,25.7067696556,117.10685019,28.2253820103
北京,三亚,181,116.409349256,40.1841180253,109.417993438,18.3920682395
上海,三亚,37,121.404084553,31.0844617511,109.417993438,18.3920682395
深圳,三亚,22,113.981097454,22.6612174267,109.417993438,18.3920682395
天津,三亚,5,117.332394543,39.3085542563,109.417993438,18.3920682395
成都,三亚,3,103.501067544,30.5086877776,109.417993438,18.3920682395
郑州,三亚,4,113.471850802,34.6263627848,109.417993438,18.3920682395
海口,三亚,101,110.425851879,19.8310955934,109.417993438,18.3920682395
北京,临汾,171,116.409349256,40.1841180253,111.374331297,36.2353877293
太原,临汾,68,112.314062259,37.9595409573,111.374331297,36.2353877293
北京,包头,167,116.409349256,40.1841180253,110.218042216,41.6418500189
上海,包头,26,121.404084553,31.0844617511,110.218042216,41.6418500189
深圳,包头,7,113.981097454,22.6612174267,110.218042216,41.6418500189
苏州,包头,3,120.64180324,31.3759706021,110.218042216,41.6418500189
南京,包头,5,118.842463658,31.9287592963,110.218042216,41.6418500189
台州,包头,4,121.089649417,28.7920082915,110.218042216,41.6418500189
呼和浩特,包头,60,111.399370918,40.5810079565,110.218042216,41.6418500189
北京,威海,165,116.409349256,40.1841180253,121.982230785,37.1191305819
上海,威海,36,121.404084553,31.0844617511,121.982230785,37.1191305819
深圳,威海,4,113.981097454,22.6612174267,121.982230785,37.1191305819
杭州,威海,9,119.484701009,29.9049798065,121.982230785,37.1191305819
重庆,威海,4,107.864385258,30.0553736852,121.982230785,37.1191305819
珠海,威海,4,113.251442783,22.1619886251,121.982230785,37.1191305819
济南,威海,61,117.08325858,36.7325316169,121.982230785,37.1191305819
青岛,威海,35,120.143935648,36.456032729,121.982230785,37.1191305819
大连,威海,9,122.219575666,39.6124317573,121.982230785,37.1191305819
烟台,威海,34,120.805459739,37.2364773878,121.982230785,37.1191305819
临沂,威海,4,118.279789444,35.3092645187,121.982230785,37.1191305819
北京,呼伦贝尔,155,116.409349256,40.1841180253,121.178173784,49.6519523509
呼和浩特,呼伦贝尔,7,111.399370918,40.5810079565,121.178173784,49.6519523509
北京,温州,143,116.409349256,40.1841180253,120.010122334,27.6625993395
上海,温州,403,121.404084553,31.0844617511,120.010122334,27.6625993395
深圳,温州,26,113.981097454,22.6612174267,120.010122334,27.6625993395
天津,温州,6,117.332394543,39.3085542563,120.010122334,27.6625993395
杭州,温州,213,119.484701009,29.9049798065,120.010122334,27.6625993395
苏州,温州,22,120.64180324,31.3759706021,120.010122334,27.6625993395
宁波,温州,17,121.462283516,29.7195882339,120.010122334,27.6625993395
南京,温州,5,118.842463658,31.9287592963,120.010122334,27.6625993395
成都,温州,7,103.501067544,30.5086877776,120.010122334,27.6625993395
哈尔滨,温州,4,127.962992428,45.6369913133,120.010122334,27.6625993395
保定,温州,4,115.168613586,39.0222939691,120.010122334,27.6625993395
北京,鄂尔多斯,138,116.409349256,40.1841180253,108.618593771,39.4092533576
上海,鄂尔多斯,4,121.404084553,31.0844617511,108.618593771,39.4092533576
苏州,鄂尔多斯,5,120.64180324,31.3759706021,108.618593771,39.4092533576
东莞,鄂尔多斯,4,113.877717876,22.9852478082,108.618593771,39.4092533576
石家庄,鄂尔多斯,4,114.44284612,38.1289585008,108.618593771,39.4092533576
西安,鄂尔多斯,5,108.789503511,34.1107819802,108.618593771,39.4092533576
呼和浩特,鄂尔多斯,58,111.399370918,40.5810079565,108.618593771,39.4092533576
包头,鄂尔多斯,23,110.218042216,41.6418500189,108.618593771,39.4092533576
北京,邢台,132,116.409349256,40.1841180253,114.819197893,37.2116829999
上海,邢台,3,121.404084553,31.0844617511,114.819197893,37.2116829999
深圳,邢台,4,113.981097454,22.6612174267,114.819197893,37.2116829999
天津,邢台,9,117.332394543,39.3085542563,114.819197893,37.2116829999
苏州,邢台,7,120.64180324,31.3759706021,114.819197893,37.2116829999
石家庄,邢台,104,114.44284612,38.1289585008,114.819197893,37.2116829999
张家口,邢台,4,115.02997891,40.8611481583,114.819197893,37.2116829999
北京,绍兴,129,116.409349256,40.1841180253,120.628874142,29.7126723592
上海,绍兴,300,121.404084553,31.0844617511,120.628874142,29.7126723592
深圳,绍兴,26,113.981097454,22.6612174267,120.628874142,29.7126723592
杭州,绍兴,715,119.484701009,29.9049798065,120.628874142,29.7126723592
宁波,绍兴,67,121.462283516,29.7195882339,120.628874142,29.7126723592
南京,绍兴,4,118.842463658,31.9287592963,120.628874142,29.7126723592
成都,绍兴,8,103.501067544,30.5086877776,120.628874142,29.7126723592
嘉兴,绍兴,25,120.753919978,30.654868568,120.628874142,29.7126723592
温州,绍兴,3,120.010122334,27.6625993395,120.628874142,29.7126723592
佛山,绍兴,4,112.94508169,23.0127749858,120.628874142,29.7126723592
湖州,绍兴,6,119.871227322,30.74619674,120.628874142,29.7126723592
金华,绍兴,9,119.954268808,29.1164535388,120.628874142,29.7126723592
台州,绍兴,3,121.089649417,28.7920082915,120.628874142,29.7126723592
滁州,绍兴,4,118.098885241,32.5449846607,120.628874142,29.7126723592
衢州,绍兴,4,118.677516799,28.9340789716,120.628874142,29.7126723592
丽水,绍兴,4,119.510527575,28.1982961548,120.628874142,29.7126723592
北京,济宁,124,116.409349256,40.1841180253,116.67539172,35.3785473334
上海,济宁,37,121.404084553,31.0844617511,116.67539172,35.3785473334
深圳,济宁,9,113.981097454,22.6612174267,116.67539172,35.3785473334
苏州,济宁,4,120.64180324,31.3759706021,116.67539172,35.3785473334
拉萨,济宁,4,91.1028799309,30.0334521208,116.67539172,35.3785473334
南京,济宁,6,118.842463658,31.9287592963,116.67539172,35.3785473334
嘉兴,济宁,3,120.753919978,30.654868568,116.67539172,35.3785473334
济南,济宁,128,117.08325858,36.7325316169,116.67539172,35.3785473334
青岛,济宁,13,120.143935648,36.456032729,116.67539172,35.3785473334
临沂,济宁,3,118.279789444,35.3092645187,116.67539172,35.3785473334
淄博,济宁,6,118.010500338,36.5914699701,116.67539172,35.3785473334
徐州,济宁,4,117.480705662,34.2587766939,116.67539172,35.3785473334
泰安,济宁,8,117.035710843,36.0009861365,116.67539172,35.3785473334
北京,秦皇岛,123,116.409349256,40.1841180253,119.183889469,40.0884882838
上海,秦皇岛,4,121.404084553,31.0844617511,119.183889469,40.0884882838
深圳,秦皇岛,4,113.981097454,22.6612174267,119.183889469,40.0884882838
宁波,秦皇岛,6,121.462283516,29.7195882339,119.183889469,40.0884882838
石家庄,秦皇岛,21,114.44284612,38.1289585008,119.183889469,40.0884882838
唐山,秦皇岛,4,118.340532724,39.7358857445,119.183889469,40.0884882838
北京,德州,118,116.409349256,40.1841180253,116.64541331,37.244336402
上海,德州,27,121.404084553,31.0844617511,116.64541331,37.244336402
深圳,德州,6,113.981097454,22.6612174267,116.64541331,37.244336402
成都,德州,4,103.501067544,30.5086877776,116.64541331,37.244336402
无锡,德州,4,120.351629529,31.6615440474,116.64541331,37.244336402
石家庄,德州,13,114.44284612,38.1289585008,116.64541331,37.244336402
济南,德州,151,117.08325858,36.7325316169,116.64541331,37.244336402
青岛,德州,23,120.143935648,36.456032729,116.64541331,37.244336402
潍坊,德州,13,119.075691601,36.536594451,116.64541331,37.244336402
烟台,德州,5,120.805459739,37.2364773878,116.64541331,37.244336402
北京,宿迁,116,116.409349256,40.1841180253,118.518044118,33.7845818342
上海,宿迁,86,121.404084553,31.0844617511,118.518044118,33.7845818342
深圳,宿迁,25,113.981097454,22.6612174267,118.518044118,33.7845818342
天津,宿迁,4,117.332394543,39.3085542563,118.518044118,33.7845818342
杭州,宿迁,18,119.484701009,29.9049798065,118.518044118,33.7845818342
苏州,宿迁,48,120.64180324,31.3759706021,118.518044118,33.7845818342
宁波,宿迁,8,121.462283516,29.7195882339,118.518044118,33.7845818342
南京,宿迁,81,118.842463658,31.9287592963,118.518044118,33.7845818342
无锡,宿迁,4,120.351629529,31.6615440474,118.518044118,33.7845818342
嘉兴,宿迁,22,120.753919978,30.654868568,118.518044118,33.7845818342
厦门,宿迁,3,118.110687591,24.6830448658,118.518044118,33.7845818342
绍兴,宿迁,4,120.628874142,29.7126723592,118.518044118,33.7845818342
廊坊,宿迁,12,116.535844506,39.1117554763,118.518044118,33.7845818342
镇江,宿迁,3,119.481985492,32.0667749698,118.518044118,33.7845818342
泰州,宿迁,4,120.05755184,32.295852384,118.518044118,33.7845818342
盐城,宿迁,3,120.175286224,33.5153555609,118.518044118,33.7845818342
徐州,宿迁,4,117.480705662,34.2587766939,118.518044118,33.7845818342
北京,徐州,111,116.409349256,40.1841180253,117.480705662,34.2587766939
上海,徐州,129,121.404084553,31.0844617511,117.480705662,34.2587766939
杭州,徐州,22,119.484701009,29.9049798065,117.480705662,34.2587766939
苏州,徐州,23,120.64180324,31.3759706021,117.480705662,34.2587766939
宁波,徐州,5,121.462283516,29.7195882339,117.480705662,34.2587766939
南京,徐州,105,118.842463658,31.9287592963,117.480705662,34.2587766939
无锡,徐州,7,120.351629529,31.6615440474,117.480705662,34.2587766939
石家庄,徐州,5,114.44284612,38.1289585008,117.480705662,34.2587766939
常州,徐州,3,119.679057019,31.6925543935,117.480705662,34.2587766939
北京,洛阳,111,116.409349256,40.1841180253,112.02422841,34.2862770095
上海,洛阳,42,121.404084553,31.0844617511,112.02422841,34.2862770095
深圳,洛阳,20,113.981097454,22.6612174267,112.02422841,34.2862770095
拉萨,洛阳,4,91.1028799309,30.0334521208,112.02422841,34.2862770095
郑州,洛阳,174,113.471850802,34.6263627848,112.02422841,34.2862770095
商丘,洛阳,3,115.699500504,34.2909714488,112.02422841,34.2862770095
北京,临沂,111,116.409349256,40.1841180253,118.279789444,35.3092645187
上海,临沂,67,121.404084553,31.0844617511,118.279789444,35.3092645187
深圳,临沂,13,113.981097454,22.6612174267,118.279789444,35.3092645187
杭州,临沂,3,119.484701009,29.9049798065,118.279789444,35.3092645187
南京,临沂,5,118.842463658,31.9287592963,118.279789444,35.3092645187
石家庄,临沂,5,114.44284612,38.1289585008,118.279789444,35.3092645187
济南,临沂,99,117.08325858,36.7325316169,118.279789444,35.3092645187
青岛,临沂,63,120.143935648,36.456032729,118.279789444,35.3092645187
潍坊,临沂,21,119.075691601,36.536594451,118.279789444,35.3092645187
淄博,临沂,3,118.010500338,36.5914699701,118.279789444,35.3092645187
宜昌,临沂,3,111.136025443,30.7482684559,118.279789444,35.3092645187
日照,临沂,4,119.134088275,35.5841759127,118.279789444,35.3092645187
滨州,临沂,4,117.864583632,37.575764401,118.279789444,35.3092645187
威海,临沂,3,121.982230785,37.1191305819,118.279789444,35.3092645187
北京,淄博,108,116.409349256,40.1841180253,118.010500338,36.5914699701
上海,淄博,16,121.404084553,31.0844617511,118.010500338,36.5914699701
深圳,淄博,9,113.981097454,22.6612174267,118.010500338,36.5914699701
石家庄,淄博,12,114.44284612,38.1289585008,118.010500338,36.5914699701
济南,淄博,66,117.08325858,36.7325316169,118.010500338,36.5914699701
青岛,淄博,24,120.143935648,36.456032729,118.010500338,36.5914699701
潍坊,淄博,8,119.075691601,36.536594451,118.010500338,36.5914699701
北京,盐城,96,116.409349256,40.1841180253,120.175286224,33.5153555609
上海,盐城,281,121.404084553,31.0844617511,120.175286224,33.5153555609
深圳,盐城,19,113.981097454,22.6612174267,120.175286224,33.5153555609
天津,盐城,4,117.332394543,39.3085542563,120.175286224,33.5153555609
苏州,盐城,85,120.64180324,31.3759706021,120.175286224,33.5153555609
宁波,盐城,3,121.462283516,29.7195882339,120.175286224,33.5153555609
南京,盐城,126,118.842463658,31.9287592963,120.175286224,33.5153555609
无锡,盐城,16,120.351629529,31.6615440474,120.175286224,33.5153555609
嘉兴,盐城,4,120.753919978,30.654868568,120.175286224,33.5153555609
南通,盐城,17,120.996756876,32.1893721211,120.175286224,33.5153555609
常州,盐城,5,119.679057019,31.6925543935,120.175286224,33.5153555609
扬州,盐城,4,119.471409838,32.7375896346,120.175286224,33.5153555609
北京,开封,93,116.409349256,40.1841180253,114.534456752,34.6086381576
深圳,开封,4,113.981097454,22.6612174267,114.534456752,34.6086381576
郑州,开封,133,113.471850802,34.6263627848,114.534456752,34.6086381576
宜昌,开封,4,111.136025443,30.7482684559,114.534456752,34.6086381576
信阳,开封,6,114.883648525,32.0816602932,114.534456752,34.6086381576
北京,滨州,90,116.409349256,40.1841180253,117.864583632,37.575764401
上海,滨州,4,121.404084553,31.0844617511,117.864583632,37.575764401
天津,滨州,4,117.332394543,39.3085542563,117.864583632,37.575764401
苏州,滨州,5,120.64180324,31.3759706021,117.864583632,37.575764401
石家庄,滨州,5,114.44284612,38.1289585008,117.864583632,37.575764401
济南,滨州,58,117.08325858,36.7325316169,117.864583632,37.575764401
青岛,滨州,8,120.143935648,36.456032729,117.864583632,37.575764401
淄博,滨州,11,118.010500338,36.5914699701,117.864583632,37.575764401
东营,滨州,8,118.615798406,37.6303322383,117.864583632,37.575764401
北京,达州,89,116.409349256,40.1841180253,107.64272373,31.3639402446
成都,达州,160,103.501067544,30.5086877776,107.64272373,31.3639402446
北京,赤峰,87,116.409349256,40.1841180253,118.904959124,43.1947341885
深圳,赤峰,4,113.981097454,22.6612174267,118.904959124,43.1947341885
苏州,赤峰,4,120.64180324,31.3759706021,118.904959124,43.1947341885
石家庄,赤峰,3,114.44284612,38.1289585008,118.904959124,43.1947341885
呼和浩特,赤峰,16,111.399370918,40.5810079565,118.904959124,43.1947341885
北京,台州,82,116.409349256,40.1841180253,121.089649417,28.7920082915
上海,台州,169,121.404084553,31.0844617511,121.089649417,28.7920082915
深圳,台州,5,113.981097454,22.6612174267,121.089649417,28.7920082915
杭州,台州,221,119.484701009,29.9049798065,121.089649417,28.7920082915
宁波,台州,39,121.462283516,29.7195882339,121.089649417,28.7920082915
南京,台州,4,118.842463658,31.9287592963,121.089649417,28.7920082915
嘉兴,台州,7,120.753919978,30.654868568,121.089649417,28.7920082915
温州,台州,4,120.010122334,27.6625993395,121.089649417,28.7920082915
金华,台州,4,119.954268808,29.1164535388,121.089649417,28.7920082915
常德,台州,4,111.523850854,29.2974406323,121.089649417,28.7920082915
北京,赣州,81,116.409349256,40.1841180253,115.270276386,25.7067696556
上海,赣州,43,121.404084553,31.0844617511,115.270276386,25.7067696556
深圳,赣州,172,113.981097454,22.6612174267,115.270276386,25.7067696556
广州,赣州,8,113.535309762,23.3572458759,115.270276386,25.7067696556
天津,赣州,5,117.332394543,39.3085542563,115.270276386,25.7067696556
杭州,赣州,5,119.484701009,29.9049798065,115.270276386,25.7067696556
嘉兴,赣州,4,120.753919978,30.654868568,115.270276386,25.7067696556
武汉,赣州,16,114.338092289,30.6256542221,115.270276386,25.7067696556
长沙,赣州,11,113.152959363,28.2295131059,115.270276386,25.7067696556
南昌,赣州,213,116.024443256,28.6633621609,115.270276386,25.7067696556
新余,赣州,14,114.851202951,27.8472307759,115.270276386,25.7067696556
九江,赣州,18,115.437787326,29.3279801382,115.270276386,25.7067696556
抚州,赣州,34,116.433348614,27.5092972994,115.270276386,25.7067696556
宜春,赣州,13,115.061146398,28.5700976185,115.270276386,25.7067696556
鹰潭,赣州,7,117.10685019,28.2253820103,115.270276386,25.7067696556
上饶,赣州,58,117.9497646,28.7600838811,115.270276386,25.7067696556
吉安,赣州,55,114.822849138,26.9730002281,115.270276386,25.7067696556
淮安,赣州,4,118.961844937,33.3561516982,115.270276386,25.7067696556
北京,吉林,80,116.409349256,40.1841180253,126.841290435,43.5774601864
上海,吉林,13,121.404084553,31.0844617511,126.841290435,43.5774601864
深圳,吉林,64,113.981097454,22.6612174267,126.841290435,43.5774601864
武汉,吉林,4,114.338092289,30.6256542221,126.841290435,43.5774601864
长春,吉林,125,125.766739888,44.3768728237,126.841290435,43.5774601864
北京,泰安,74,116.409349256,40.1841180253,117.035710843,36.0009861365
上海,泰安,10,121.404084553,31.0844617511,117.035710843,36.0009861365
深圳,泰安,9,113.981097454,22.6612174267,117.035710843,36.0009861365
南京,泰安,4,118.842463658,31.9287592963,117.035710843,36.0009861365
石家庄,泰安,7,114.44284612,38.1289585008,117.035710843,36.0009861365
济南,泰安,68,117.08325858,36.7325316169,117.035710843,36.0009861365
青岛,泰安,8,120.143935648,36.456032729,117.035710843,36.0009861365
合肥,泰安,3,117.286266302,31.9771580754,117.035710843,36.0009861365
临沂,泰安,3,118.279789444,35.3092645187,117.035710843,36.0009861365
宿迁,泰安,9,118.518044118,33.7845818342,117.035710843,36.0009861365
菏泽,泰安,5,115.689680141,35.1533992642,117.035710843,36.0009861365
北京,泰州,74,116.409349256,40.1841180253,120.05755184,32.295852384
上海,泰州,215,121.404084553,31.0844617511,120.05755184,32.295852384
深圳,泰州,19,113.981097454,22.6612174267,120.05755184,32.295852384
苏州,泰州,26,120.64180324,31.3759706021,120.05755184,32.295852384
宁波,泰州,5,121.462283516,29.7195882339,120.05755184,32.295852384
南京,泰州,99,118.842463658,31.9287592963,120.05755184,32.295852384
无锡,泰州,28,120.351629529,31.6615440474,120.05755184,32.295852384
绍兴,泰州,3,120.628874142,29.7126723592,120.05755184,32.295852384
常州,泰州,8,119.679057019,31.6925543935,120.05755184,32.295852384
扬州,泰州,10,119.471409838,32.7375896346,120.05755184,32.295852384
北京,晋城,69,116.409349256,40.1841180253,112.705075962,35.6106981578
上海,晋城,7,121.404084553,31.0844617511,112.705075962,35.6106981578
太原,晋城,34,112.314062259,37.9595409573,112.705075962,35.6106981578
长治,晋城,4,112.916015096,36.4761566955,112.705075962,35.6106981578
北京,菏泽,68,116.409349256,40.1841180253,115.689680141,35.1533992642
上海,菏泽,19,121.404084553,31.0844617511,115.689680141,35.1533992642
深圳,菏泽,5,113.981097454,22.6612174267,115.689680141,35.1533992642
厦门,菏泽,9,118.110687591,24.6830448658,115.689680141,35.1533992642
石家庄,菏泽,5,114.44284612,38.1289585008,115.689680141,35.1533992642
珠海,菏泽,4,113.251442783,22.1619886251,115.689680141,35.1533992642
济南,菏泽,91,117.08325858,36.7325316169,115.689680141,35.1533992642
临沂,菏泽,3,118.279789444,35.3092645187,115.689680141,35.1533992642
济宁,菏泽,13,116.67539172,35.3785473334,115.689680141,35.1533992642
泰安,菏泽,4,117.035710843,36.0009861365,115.689680141,35.1533992642
北京,新乡,64,116.409349256,40.1841180253,114.092211697,35.2670772631
深圳,新乡,3,113.981097454,22.6612174267,114.092211697,35.2670772631
郑州,新乡,148,113.471850802,34.6263627848,114.092211697,35.2670772631
广安,新乡,5,106.663515367,30.4249383604,114.092211697,35.2670772631
北京,淮安,61,116.409349256,40.1841180253,118.961844937,33.3561516982
上海,淮安,78,121.404084553,31.0844617511,118.961844937,33.3561516982
深圳,淮安,32,113.981097454,22.6612174267,118.961844937,33.3561516982
杭州,淮安,8,119.484701009,29.9049798065,118.961844937,33.3561516982
苏州,淮安,32,120.64180324,31.3759706021,118.961844937,33.3561516982
南京,淮安,162,118.842463658,31.9287592963,118.961844937,33.3561516982
无锡,淮安,11,120.351629529,31.6615440474,118.961844937,33.3561516982
南通,淮安,8,120.996756876,32.1893721211,118.961844937,33.3561516982
绍兴,淮安,4,120.628874142,29.7126723592,118.961844937,33.3561516982
常州,淮安,4,119.679057019,31.6925543935,118.961844937,33.3561516982
乌鲁木齐,淮安,25,87.8094631006,43.5313046469,118.961844937,33.3561516982
泰州,淮安,3,120.05755184,32.295852384,118.961844937,33.3561516982
盐城,淮安,3,120.175286224,33.5153555609,118.961844937,33.3561516982
北京,绥化,61,116.409349256,40.1841180253,126.616087847,46.890019373
大连,绥化,9,122.219575666,39.6124317573,126.616087847,46.890019373
佛山,绥化,3,112.94508169,23.0127749858,126.616087847,46.890019373
哈尔滨,绥化,96,127.962992428,45.6369913133,126.616087847,46.890019373
中卫,绥化,5,105.706395331,36.5693450516,126.616087847,46.890019373
伊春,绥化,10,129.199228418,47.7996576757,126.616087847,46.890019373
北京,宜春,59,116.409349256,40.1841180253,115.061146398,28.5700976185
上海,宜春,77,121.404084553,31.0844617511,115.061146398,28.5700976185
深圳,宜春,33,113.981097454,22.6612174267,115.061146398,28.5700976185
广州,宜春,21,113.535309762,23.3572458759,115.061146398,28.5700976185
东莞,宜春,11,113.877717876,22.9852478082,115.061146398,28.5700976185
珠海,宜春,5,113.251442783,22.1619886251,115.061146398,28.5700976185
长沙,宜春,4,113.152959363,28.2295131059,115.061146398,28.5700976185
南昌,宜春,77,116.024443256,28.6633621609,115.061146398,28.5700976185
新余,宜春,4,114.851202951,27.8472307759,115.061146398,28.5700976185
镇江,宜春,5,119.481985492,32.0667749698,115.061146398,28.5700976185
鹰潭,宜春,4,117.10685019,28.2253820103,115.061146398,28.5700976185
吉安,宜春,4,114.822849138,26.9730002281,115.061146398,28.5700976185
北京,镇江,57,116.409349256,40.1841180253,119.481985492,32.0667749698
上海,镇江,376,121.404084553,31.0844617511,119.481985492,32.0667749698
深圳,镇江,25,113.981097454,22.6612174267,119.481985492,32.0667749698
杭州,镇江,4,119.484701009,29.9049798065,119.481985492,32.0667749698
苏州,镇江,14,120.64180324,31.3759706021,119.481985492,32.0667749698
南京,镇江,223,118.842463658,31.9287592963,119.481985492,32.0667749698
成都,镇江,5,103.501067544,30.5086877776,119.481985492,32.0667749698
无锡,镇江,8,120.351629529,31.6615440474,119.481985492,32.0667749698
厦门,镇江,4,118.110687591,24.6830448658,119.481985492,32.0667749698
南通,镇江,4,120.996756876,32.1893721211,119.481985492,32.0667749698
常州,镇江,26,119.679057019,31.6925543935,119.481985492,32.0667749698
贵阳,镇江,3,106.707306335,26.8429934259,119.481985492,32.0667749698
芜湖,镇江,4,118.326617536,31.0667366723,119.481985492,32.0667749698
北京,十堰,57,116.409349256,40.1841180253,110.44027763,32.4581748245
上海,十堰,4,121.404084553,31.0844617511,110.44027763,32.4581748245
武汉,十堰,91,114.338092289,30.6256542221,110.44027763,32.4581748245
襄阳,十堰,5,111.93766036,31.9344507749,110.44027763,32.4581748245
随州,十堰,5,113.424642017,31.829691489,110.44027763,32.4581748245
北京,东营,57,116.409349256,40.1841180253,118.615798406,37.6303322383
上海,东营,5,121.404084553,31.0844617511,118.615798406,37.6303322383
苏州,东营,3,120.64180324,31.3759706021,118.615798406,37.6303322383
济南,东营,27,117.08325858,36.7325316169,118.615798406,37.6303322383
青岛,东营,5,120.143935648,36.456032729,118.615798406,37.6303322383
金华,东营,4,119.954268808,29.1164535388,118.615798406,37.6303322383
德州,东营,3,116.64541331,37.244336402,118.615798406,37.6303322383
北京,巴彦淖尔,56,116.409349256,40.1841180253,107.564661657,41.5878397003
呼和浩特,巴彦淖尔,49,111.399370918,40.5810079565,107.564661657,41.5878397003
北京,扬州,56,116.409349256,40.1841180253,119.471409838,32.7375896346
上海,扬州,145,121.404084553,31.0844617511,119.471409838,32.7375896346
深圳,扬州,39,113.981097454,22.6612174267,119.471409838,32.7375896346
苏州,扬州,17,120.64180324,31.3759706021,119.471409838,32.7375896346
南京,扬州,120,118.842463658,31.9287592963,119.471409838,32.7375896346
无锡,扬州,3,120.351629529,31.6615440474,119.471409838,32.7375896346
北京,东莞,55,116.409349256,40.1841180253,113.877717876,22.9852478082
上海,东莞,76,121.404084553,31.0844617511,113.877717876,22.9852478082
深圳,东莞,847,113.981097454,22.6612174267,113.877717876,22.9852478082
广州,东莞,164,113.535309762,23.3572458759,113.877717876,22.9852478082
苏州,东莞,20,120.64180324,31.3759706021,113.877717876,22.9852478082
珠海,东莞,4,113.251442783,22.1619886251,113.877717876,22.9852478082
鹰潭,东莞,4,117.10685019,28.2253820103,113.877717876,22.9852478082
北京,南阳,55,116.409349256,40.1841180253,112.286515719,33.0462533589
深圳,南阳,12,113.981097454,22.6612174267,112.286515719,33.0462533589
南京,南阳,4,118.842463658,31.9287592963,112.286515719,33.0462533589
武汉,南阳,18,114.338092289,30.6256542221,112.286515719,33.0462533589
郑州,南阳,91,113.471850802,34.6263627848,112.286515719,33.0462533589
北京,衡水,54,116.409349256,40.1841180253,115.852176753,37.6362650134
石家庄,衡水,46,114.44284612,38.1289585008,115.852176753,37.6362650134
沧州,衡水,4,116.752696412,38.2657656361,115.852176753,37.6362650134
邢台,衡水,5,114.819197893,37.2116829999,115.852176753,37.6362650134
北京,大同,54,116.409349256,40.1841180253,113.719411,39.9017848222
上海,大同,4,121.404084553,31.0844617511,113.719411,39.9017848222
深圳,大同,4,113.981097454,22.6612174267,113.719411,39.9017848222
重庆,大同,4,107.864385258,30.0553736852,113.719411,39.9017848222
石家庄,大同,6,114.44284612,38.1289585008,113.719411,39.9017848222
太原,大同,75,112.314062259,37.9595409573,113.719411,39.9017848222
秦皇岛,大同,5,119.183889469,40.0884882838,113.719411,39.9017848222
北京,酒泉,49,116.409349256,40.1841180253,96.2255513305,40.4581809561
上海,酒泉,5,121.404084553,31.0844617511,96.2255513305,40.4581809561
深圳,酒泉,4,113.981097454,22.6612174267,96.2255513305,40.4581809561
福州,酒泉,3,119.156889973,26.0641963059,96.2255513305,40.4581809561
青岛,酒泉,4,120.143935648,36.456032729,96.2255513305,40.4581809561
南通,酒泉,4,120.996756876,32.1893721211,96.2255513305,40.4581809561
兰州,酒泉,50,103.638543494,36.3489055767,96.2255513305,40.4581809561
北京,乌兰察布,49,116.409349256,40.1841180253,112.459882056,41.6808643781
上海,乌兰察布,9,121.404084553,31.0844617511,112.459882056,41.6808643781
福州,乌兰察布,5,119.156889973,26.0641963059,112.459882056,41.6808643781
石家庄,乌兰察布,5,114.44284612,38.1289585008,112.459882056,41.6808643781
常州,乌兰察布,3,119.679057019,31.6925543935,112.459882056,41.6808643781
呼和浩特,乌兰察布,57,111.399370918,40.5810079565,112.459882056,41.6808643781
运城,乌兰察布,4,111.086591024,35.1949340498,112.459882056,41.6808643781
