投资方所在城市,融资方所在城市,投资企业对数,lng_tz,lat_tz,lng_rz,lat_rz
北京,昆明,445,116.409349256,40.1841180253,102.875102299,25.3852977816
上海,昆明,163,121.404084553,31.0844617511,102.875102299,25.3852977816
深圳,昆明,221,113.981097454,22.6612174267,102.875102299,25.3852977816
广州,昆明,20,113.535309762,23.3572458759,102.875102299,25.3852977816
杭州,昆明,18,119.484701009,29.9049798065,102.875102299,25.3852977816
苏州,昆明,8,120.64180324,31.3759706021,102.875102299,25.3852977816
拉萨,昆明,6,91.1028799309,30.0334521208,102.875102299,25.3852977816
成都,昆明,61,103.501067544,30.5086877776,102.875102299,25.3852977816
福州,昆明,5,119.156889973,26.0641963059,102.875102299,25.3852977816
重庆,昆明,26,107.864385258,30.0553736852,102.875102299,25.3852977816
长沙,昆明,12,113.152959363,28.2295131059,102.875102299,25.3852977816
保山,昆明,7,98.9725729865,24.9790540142,102.875102299,25.3852977816
淮安,昆明,4,118.961844937,33.3561516982,102.875102299,25.3852977816
玉溪,昆明,19,102.678676868,24.2272276938,102.875102299,25.3852977816
曲靖,昆明,13,103.93895161,25.7013209994,102.875102299,25.3852977816
昭通,昆明,5,103.998145486,27.6525864948,102.875102299,25.3852977816
丽江,昆明,4,100.524832949,26.9419138638,102.875102299,25.3852977816
普洱,昆明,4,100.718373036,23.1859171903,102.875102299,25.3852977816
临沧,昆明,3,99.6334364438,23.8219398519,102.875102299,25.3852977816
北京,唐山,428,116.409349256,40.1841180253,118.340532724,39.7358857445
深圳,唐山,6,113.981097454,22.6612174267,118.340532724,39.7358857445
天津,唐山,37,117.332394543,39.3085542563,118.340532724,39.7358857445
石家庄,唐山,60,114.44284612,38.1289585008,118.340532724,39.7358857445
珠海,唐山,4,113.251442783,22.1619886251,118.340532724,39.7358857445
青岛,唐山,3,120.143935648,36.456032729,118.340532724,39.7358857445
大连,唐山,3,122.219575666,39.6124317573,118.340532724,39.7358857445
邯郸,唐山,4,114.54555308,36.5509236328,118.340532724,39.7358857445
承德,唐山,7,117.551042014,41.340428396,118.340532724,39.7358857445
秦皇岛,唐山,4,119.183889469,40.0884882838,118.340532724,39.7358857445
北京,长春,418,116.409349256,40.1841180253,125.766739888,44.3768728237
上海,长春,101,121.404084553,31.0844617511,125.766739888,44.3768728237
深圳,长春,64,113.981097454,22.6612174267,125.766739888,44.3768728237
广州,长春,5,113.535309762,23.3572458759,125.766739888,44.3768728237
天津,长春,3,117.332394543,39.3085542563,125.766739888,44.3768728237
大连,长春,5,122.219575666,39.6124317573,125.766739888,44.3768728237
哈尔滨,长春,4,127.962992428,45.6369913133,125.766739888,44.3768728237
沈阳,长春,29,123.136692183,42.093659482,125.766739888,44.3768728237
太原,长春,5,112.314062259,37.9595409573,125.766739888,44.3768728237
四平,长春,10,124.473024459,43.5691446169,125.766739888,44.3768728237
聊城,长春,4,115.881984089,36.4580882571,125.766739888,44.3768728237
秦皇岛,长春,5,119.183889469,40.0884882838,125.766739888,44.3768728237
吉林,长春,13,126.841290435,43.5774601864,125.766739888,44.3768728237
松原,长春,9,124.475153872,44.8001982261,125.766739888,44.3768728237
白山,长春,7,127.285610012,42.0676635125,125.766739888,44.3768728237
北京,芜湖,369,116.409349256,40.1841180253,118.326617536,31.0667366723
上海,芜湖,329,121.404084553,31.0844617511,118.326617536,31.0667366723
深圳,芜湖,149,113.981097454,22.6612174267,118.326617536,31.0667366723
广州,芜湖,13,113.535309762,23.3572458759,118.326617536,31.0667366723
天津,芜湖,47,117.332394543,39.3085542563,118.326617536,31.0667366723
杭州,芜湖,33,119.484701009,29.9049798065,118.326617536,31.0667366723
苏州,芜湖,31,120.64180324,31.3759706021,118.326617536,31.0667366723
拉萨,芜湖,34,91.1028799309,30.0334521208,118.326617536,31.0667366723
南京,芜湖,45,118.842463658,31.9287592963,118.326617536,31.0667366723
无锡,芜湖,8,120.351629529,31.6615440474,118.326617536,31.0667366723
重庆,芜湖,48,107.864385258,30.0553736852,118.326617536,31.0667366723
武汉,芜湖,7,114.338092289,30.6256542221,118.326617536,31.0667366723
郑州,芜湖,4,113.471850802,34.6263627848,118.326617536,31.0667366723
合肥,芜湖,334,117.286266302,31.9771580754,118.326617536,31.0667366723
佛山,芜湖,15,112.94508169,23.0127749858,118.326617536,31.0667366723
常州,芜湖,7,119.679057019,31.6925543935,118.326617536,31.0667366723
南昌,芜湖,32,116.024443256,28.6633621609,118.326617536,31.0667366723
金华,芜湖,7,119.954268808,29.1164535388,118.326617536,31.0667366723
上饶,芜湖,36,117.9497646,28.7600838811,118.326617536,31.0667366723
盐城,芜湖,7,120.175286224,33.5153555609,118.326617536,31.0667366723
安庆,芜湖,7,116.594268791,30.6106751261,118.326617536,31.0667366723
六安,芜湖,20,116.312145694,31.7560590375,118.326617536,31.0667366723
马鞍山,芜湖,22,118.613763467,31.5323778572,118.326617536,31.0667366723
滁州,芜湖,10,118.098885241,32.5449846607,118.326617536,31.0667366723
铜陵,芜湖,18,117.89438707,30.9448598202,118.326617536,31.0667366723
宣城,芜湖,17,118.856128319,30.690931106,118.326617536,31.0667366723
秦皇岛,芜湖,5,119.183889469,40.0884882838,118.326617536,31.0667366723
阜阳,芜湖,8,115.701807911,32.9158627496,118.326617536,31.0667366723
蚌埠,芜湖,4,117.327663746,33.1119871271,118.326617536,31.0667366723
宿州,芜湖,5,117.212164673,33.859664667,118.326617536,31.0667366723
北京,福州,364,116.409349256,40.1841180253,119.156889973,26.0641963059
上海,福州,292,121.404084553,31.0844617511,119.156889973,26.0641963059
深圳,福州,154,113.981097454,22.6612174267,119.156889973,26.0641963059
广州,福州,40,113.535309762,23.3572458759,119.156889973,26.0641963059
天津,福州,12,117.332394543,39.3085542563,119.156889973,26.0641963059
杭州,福州,24,119.484701009,29.9049798065,119.156889973,26.0641963059
苏州,福州,4,120.64180324,31.3759706021,119.156889973,26.0641963059
宁波,福州,10,121.462283516,29.7195882339,119.156889973,26.0641963059
拉萨,福州,6,91.1028799309,30.0334521208,119.156889973,26.0641963059
南京,福州,4,118.842463658,31.9287592963,119.156889973,26.0641963059
成都,福州,4,103.501067544,30.5086877776,119.156889973,26.0641963059
重庆,福州,5,107.864385258,30.0553736852,119.156889973,26.0641963059
嘉兴,福州,7,120.753919978,30.654868568,119.156889973,26.0641963059
厦门,福州,248,118.110687591,24.6830448658,119.156889973,26.0641963059
石家庄,福州,4,114.44284612,38.1289585008,119.156889973,26.0641963059
珠海,福州,5,113.251442783,22.1619886251,119.156889973,26.0641963059
佛山,福州,6,112.94508169,23.0127749858,119.156889973,26.0641963059
湖州,福州,4,119.871227322,30.74619674,119.156889973,26.0641963059
泉州,福州,53,118.255654583,25.211170451,119.156889973,26.0641963059
宜春,福州,4,115.061146398,28.5700976185,119.156889973,26.0641963059
漳州,福州,9,117.441200797,24.3831962252,119.156889973,26.0641963059
南平,福州,11,118.143817602,27.3394707962,119.156889973,26.0641963059
宁德,福州,9,119.525337183,27.1525886371,119.156889973,26.0641963059
三明,福州,4,117.397600532,26.2993359511,119.156889973,26.0641963059
北京,海口,354,116.409349256,40.1841180253,110.425851879,19.8310955934
上海,海口,82,121.404084553,31.0844617511,110.425851879,19.8310955934
深圳,海口,91,113.981097454,22.6612174267,110.425851879,19.8310955934
广州,海口,45,113.535309762,23.3572458759,110.425851879,19.8310955934
天津,海口,15,117.332394543,39.3085542563,110.425851879,19.8310955934
杭州,海口,13,119.484701009,29.9049798065,110.425851879,19.8310955934
拉萨,海口,30,91.1028799309,30.0334521208,110.425851879,19.8310955934
成都,海口,9,103.501067544,30.5086877776,110.425851879,19.8310955934
重庆,海口,4,107.864385258,30.0553736852,110.425851879,19.8310955934
长沙,海口,4,113.152959363,28.2295131059,110.425851879,19.8310955934
金华,海口,4,119.954268808,29.1164535388,110.425851879,19.8310955934
长春,海口,15,125.766739888,44.3768728237,110.425851879,19.8310955934
三亚,海口,17,109.417993438,18.3920682395,110.425851879,19.8310955934
北京,张家口,340,116.409349256,40.1841180253,115.02997891,40.8611481583
上海,张家口,48,121.404084553,31.0844617511,115.02997891,40.8611481583
苏州,张家口,4,120.64180324,31.3759706021,115.02997891,40.8611481583
拉萨,张家口,18,91.1028799309,30.0334521208,115.02997891,40.8611481583
南京,张家口,33,118.842463658,31.9287592963,115.02997891,40.8611481583
无锡,张家口,4,120.351629529,31.6615440474,115.02997891,40.8611481583
石家庄,张家口,70,114.44284612,38.1289585008,115.02997891,40.8611481583
舟山,张家口,3,122.13917249,30.0553941995,115.02997891,40.8611481583
呼和浩特,张家口,4,111.399370918,40.5810079565,115.02997891,40.8611481583
枣庄,张家口,5,117.310288282,35.0325600892,115.02997891,40.8611481583
北京,呼和浩特,336,116.409349256,40.1841180253,111.399370918,40.5810079565
上海,呼和浩特,51,121.404084553,31.0844617511,111.399370918,40.5810079565
深圳,呼和浩特,27,113.981097454,22.6612174267,111.399370918,40.5810079565
天津,呼和浩特,8,117.332394543,39.3085542563,111.399370918,40.5810079565
石家庄,呼和浩特,4,114.44284612,38.1289585008,111.399370918,40.5810079565
青岛,呼和浩特,3,120.143935648,36.456032729,111.399370918,40.5810079565
镇江,呼和浩特,3,119.481985492,32.0667749698,111.399370918,40.5810079565
鄂尔多斯,呼和浩特,14,108.618593771,39.4092533576,111.399370918,40.5810079565
包头,呼和浩特,15,110.218042216,41.6418500189,111.399370918,40.5810079565
乌兰察布,呼和浩特,3,112.459882056,41.6808643781,111.399370918,40.5810079565
北京,银川,313,116.409349256,40.1841180253,106.341244948,38.2192835973
上海,银川,60,121.404084553,31.0844617511,106.341244948,38.2192835973
深圳,银川,45,113.981097454,22.6612174267,106.341244948,38.2192835973
天津,银川,8,117.332394543,39.3085542563,106.341244948,38.2192835973
拉萨,银川,24,91.1028799309,30.0334521208,106.341244948,38.2192835973
成都,银川,4,103.501067544,30.5086877776,106.341244948,38.2192835973
无锡,银川,3,120.351629529,31.6615440474,106.341244948,38.2192835973
西安,银川,23,108.789503511,34.1107819802,106.341244948,38.2192835973
长沙,银川,6,113.152959363,28.2295131059,106.341244948,38.2192835973
乌鲁木齐,银川,19,87.8094631006,43.5313046469,106.341244948,38.2192835973
哈尔滨,银川,3,127.962992428,45.6369913133,106.341244948,38.2192835973
兰州,银川,4,103.638543494,36.3489055767,106.341244948,38.2192835973
芜湖,银川,4,118.326617536,31.0667366723,106.341244948,38.2192835973
齐齐哈尔,银川,3,124.533878694,47.6967626516,106.341244948,38.2192835973
吴忠,银川,23,107.056492602,37.6284503763,106.341244948,38.2192835973
中卫,银川,4,105.706395331,36.5693450516,106.341244948,38.2192835973
泰安,银川,3,117.035710843,36.0009861365,106.341244948,38.2192835973
石嘴山,银川,15,106.517788673,38.9755007252,106.341244948,38.2192835973
北京,南昌,312,116.409349256,40.1841180253,116.024443256,28.6633621609
上海,南昌,314,121.404084553,31.0844617511,116.024443256,28.6633621609
深圳,南昌,274,113.981097454,22.6612174267,116.024443256,28.6633621609
广州,南昌,16,113.535309762,23.3572458759,116.024443256,28.6633621609
天津,南昌,8,117.332394543,39.3085542563,116.024443256,28.6633621609
杭州,南昌,32,119.484701009,29.9049798065,116.024443256,28.6633621609
宁波,南昌,13,121.462283516,29.7195882339,116.024443256,28.6633621609
南京,南昌,8,118.842463658,31.9287592963,116.024443256,28.6633621609
东莞,南昌,8,113.877717876,22.9852478082,116.024443256,28.6633621609
福州,南昌,3,119.156889973,26.0641963059,116.024443256,28.6633621609
厦门,南昌,8,118.110687591,24.6830448658,116.024443256,28.6633621609
武汉,南昌,65,114.338092289,30.6256542221,116.024443256,28.6633621609
长沙,南昌,15,113.152959363,28.2295131059,116.024443256,28.6633621609
合肥,南昌,3,117.286266302,31.9771580754,116.024443256,28.6633621609
海口,南昌,3,110.425851879,19.8310955934,116.024443256,28.6633621609
九江,南昌,22,115.437787326,29.3279801382,116.024443256,28.6633621609
抚州,南昌,8,116.433348614,27.5092972994,116.024443256,28.6633621609
宜春,南昌,34,115.061146398,28.5700976185,116.024443256,28.6633621609
赣州,南昌,4,115.270276386,25.7067696556,116.024443256,28.6633621609
北京,常州,302,116.409349256,40.1841180253,119.679057019,31.6925543935
上海,常州,411,121.404084553,31.0844617511,119.679057019,31.6925543935
深圳,常州,89,113.981097454,22.6612174267,119.679057019,31.6925543935
天津,常州,8,117.332394543,39.3085542563,119.679057019,31.6925543935
杭州,常州,10,119.484701009,29.9049798065,119.679057019,31.6925543935
苏州,常州,83,120.64180324,31.3759706021,119.679057019,31.6925543935
宁波,常州,11,121.462283516,29.7195882339,119.679057019,31.6925543935
拉萨,常州,18,91.1028799309,30.0334521208,119.679057019,31.6925543935
南京,常州,108,118.842463658,31.9287592963,119.679057019,31.6925543935
东莞,常州,4,113.877717876,22.9852478082,119.679057019,31.6925543935
无锡,常州,38,120.351629529,31.6615440474,119.679057019,31.6925543935
青岛,常州,4,120.143935648,36.456032729,119.679057019,31.6925543935
温州,常州,4,120.010122334,27.6625993395,119.679057019,31.6925543935
宣城,常州,5,118.856128319,30.690931106,119.679057019,31.6925543935
营口,常州,4,122.487313407,40.3597557385,119.679057019,31.6925543935
北京,新余,294,116.409349256,40.1841180253,114.851202951,27.8472307759
上海,新余,373,121.404084553,31.0844617511,114.851202951,27.8472307759
深圳,新余,437,113.981097454,22.6612174267,114.851202951,27.8472307759
广州,新余,35,113.535309762,23.3572458759,114.851202951,27.8472307759
天津,新余,11,117.332394543,39.3085542563,114.851202951,27.8472307759
杭州,新余,166,119.484701009,29.9049798065,114.851202951,27.8472307759
宁波,新余,18,121.462283516,29.7195882339,114.851202951,27.8472307759
拉萨,新余,5,91.1028799309,30.0334521208,114.851202951,27.8472307759
南京,新余,68,118.842463658,31.9287592963,114.851202951,27.8472307759
东莞,新余,3,113.877717876,22.9852478082,114.851202951,27.8472307759
无锡,新余,11,120.351629529,31.6615440474,114.851202951,27.8472307759
重庆,新余,4,107.864385258,30.0553736852,114.851202951,27.8472307759
厦门,新余,23,118.110687591,24.6830448658,114.851202951,27.8472307759
武汉,新余,5,114.338092289,30.6256542221,114.851202951,27.8472307759
郑州,新余,5,113.471850802,34.6263627848,114.851202951,27.8472307759
石家庄,新余,6,114.44284612,38.1289585008,114.851202951,27.8472307759
珠海,新余,4,113.251442783,22.1619886251,114.851202951,27.8472307759
青岛,新余,30,120.143935648,36.456032729,114.851202951,27.8472307759
长沙,新余,9,113.152959363,28.2295131059,114.851202951,27.8472307759
佛山,新余,6,112.94508169,23.0127749858,114.851202951,27.8472307759
南昌,新余,8,116.024443256,28.6633621609,114.851202951,27.8472307759
南宁,新余,4,108.464015667,23.0584134307,114.851202951,27.8472307759
昆明,新余,11,102.875102299,25.3852977816,114.851202951,27.8472307759
北京,潍坊,286,116.409349256,40.1841180253,119.075691601,36.536594451
上海,潍坊,59,121.404084553,31.0844617511,119.075691601,36.536594451
深圳,潍坊,29,113.981097454,22.6612174267,119.075691601,36.536594451
天津,潍坊,3,117.332394543,39.3085542563,119.075691601,36.536594451
杭州,潍坊,6,119.484701009,29.9049798065,119.075691601,36.536594451
苏州,潍坊,3,120.64180324,31.3759706021,119.075691601,36.536594451
石家庄,潍坊,21,114.44284612,38.1289585008,119.075691601,36.536594451
济南,潍坊,109,117.08325858,36.7325316169,119.075691601,36.536594451
青岛,潍坊,156,120.143935648,36.456032729,119.075691601,36.536594451
烟台,潍坊,12,120.805459739,37.2364773878,119.075691601,36.536594451
临沂,潍坊,3,118.279789444,35.3092645187,119.075691601,36.536594451
淄博,潍坊,25,118.010500338,36.5914699701,119.075691601,36.536594451
日照,潍坊,4,119.134088275,35.5841759127,119.075691601,36.536594451
北京,南宁,272,116.409349256,40.1841180253,108.464015667,23.0584134307
上海,南宁,116,121.404084553,31.0844617511,108.464015667,23.0584134307
深圳,南宁,302,113.981097454,22.6612174267,108.464015667,23.0584134307
广州,南宁,99,113.535309762,23.3572458759,108.464015667,23.0584134307
天津,南宁,5,117.332394543,39.3085542563,108.464015667,23.0584134307
杭州,南宁,15,119.484701009,29.9049798065,108.464015667,23.0584134307
苏州,南宁,4,120.64180324,31.3759706021,108.464015667,23.0584134307
拉萨,南宁,5,91.1028799309,30.0334521208,108.464015667,23.0584134307
成都,南宁,7,103.501067544,30.5086877776,108.464015667,23.0584134307
福州,南宁,11,119.156889973,26.0641963059,108.464015667,23.0584134307
重庆,南宁,11,107.864385258,30.0553736852,108.464015667,23.0584134307
厦门,南宁,4,118.110687591,24.6830448658,108.464015667,23.0584134307
